SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChambConst,Chamber,Aperture,blc_a,blc_b,blc_c,blc_d,blc_e,blc_minS,blc_maxS,blc_Po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800-01A,6 cm²,0.578,0.5229739,0.003740252,-0.06197961,-0.005608586,1,6,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.49,0.84,0.7,0.87,0.75,0.84,0.87,0.39,0.18,0.23,0.26,0.21,0.19,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,9.2066 88.6646 396.608 640.283 881.374 1048.49 1204.45 1286.9,0.16553 103.944 401.38 601.28 800.575 1000.73 1200.7 1400.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1623791019,0,20210615 14:03:39,14:03:39,15,B1R1,_NW,_5.14,_1,1623791011,0.003969768,3.969768046,10.3585325,385.7478,188.4569606,19.11957587,39.13537769,0.094670641,2.950843439,0.093015103,0.058280772,293.9633144,34.82648247,34.15920667,5.390642696,22.31898996,1.201414419,5.382924679,4.189228277,-175.0667708,-4.090628042,-0.321063627,114.4848519,69,14,1,0,52279.3232,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-44-20210615-14_03_32,15156.3,574.7719231,803.19,0.284388597,0.5,1264.454589,10.3585325,179.798233,0.008513631,3.515544267,423.6104635,DARK-45-20210615-14_03_39,441.13,441.13,0.450777525,0.630884596,0.886348726,2.704403461,0.970956568,0.484195749,0.515804251,1499.963667,1264.454589,0.842990145,0.19598029,6,0.5,0: Broadleaf,2,1623791011,385.7478,400.0135,11.84204667,7.135441333,385.3353,11.78616,500.0748,101.2532667,0.200008467,34.13349333,34.15920667,999.9,0,0,9996.606667,0,1066.138033,1499.963667,0.899995667,0.100004133,0,575.0629,4.99938,11779.24333,11964.34,42.13093333,44.2663,42.60183333,44.52686667,44.56436667,1345.461,149.5036667,0,1623791021,0,574.7719231,-42.73593164,-819.6512826,11774.33846,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,10.37374358,-0.848165576,0.063993143,0,-14.27491333,1.131278309,0.084301806,0,4.708486,-0.336996841,0.025884535,1,1,3,1/3,100,100,0.413,0.056,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,1373.2,1373.2,18,432.69,479.985,33.2507,34.0237,30.0017,33.753,33.7188,20.2142,69.699,0,-999.9,400,7.25832,99.3385,98.9138
2,1623791514,494.5,20210615 14:11:53,14:11:53,15,B1R1,_NW,_5.14,_2,1623791506,0.000824157,0.824156633,7.147332491,391.0409667,29.96739334,3.040817138,39.67926271,0.032610599,2.952730069,0.032411828,0.02027515,293.9655497,38.15359215,37.51532667,6.484401936,65.26259928,4.038016591,6.187336445,2.446385345,-36.34530753,-136.8503818,-11.04532829,109.7245321,18,4,1,0,51907.1789,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-46-20210615-14_11_46,15127.6,475.77996,659.21,0.278257369,0.5,1264.46564,7.147332491,175.9234409,0.005973985,4.501797606,379.8538863,DARK-47-20210615-14_11_54,388.28,388.28,0.410991945,0.677038497,0.916342448,-3.081901569,1.020466361,0.552525389,0.447474611,1499.977,1264.46564,0.842990019,0.195980038,6,0.5,0: Broadleaf,2,1623791506,391.0409667,400.0026,39.79484,38.84541,390.4327333,39.40319,500.1060333,101.2708667,0.199992133,36.65564667,37.51532667,999.9,0,0,10005.582,0,1843.652,1499.977,0.899999333,0.100000667,0,475.8365667,4.99938,9998.666,11964.45333,47.06223333,49.40816667,47.57056667,49.26643333,49.39353333,1345.479,149.4986667,0,493.4000001,0,475.77996,-7.280384606,-48.66384599,9998.1536,15,1623791247,14:07:26,1623791239,1623791247,1,0.193,0.142,0.614,0.392,400,38,0.15,0.02,7.14803041,-0.105935132,0.017276307,1,-8.961494333,-0.048628165,0.019126401,1,0.9494341,0.382820423,0.02770266,1,3,3,3/3,100,100,0.609,0.3917,0.480075348,-8.36417E-05,1.28013E-06,-5.74726E-10,0.391645,0,0,0,2,2145,1,27,4.6,4.5,18,494.54,519.091,35.4163,35.6325,30.0011,35.3575,35.321,20.7391,0,100,-999.9,400,44.2371,99.0571,98.6815
3,1623791731,711.5,20210615 14:15:30,14:15:30,15,B1R1,_NW,_5.14,_3,1623791723,0.001962816,1.962815676,9.761536269,387.361871,164.3335807,16.67481516,39.30534204,0.074803236,2.952585644,0.073766141,0.046195819,293.9671747,38.91585185,38.40515161,6.804845338,64.8799392,4.251989963,6.553628155,2.552855376,-86.56017131,-110.5365051,-9.006143666,87.86435455,14,3,1,0,51726.81592,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-48-20210615-14_15_23,15066.8,518.6186,722.28,0.28197015,0.5,1264.471812,9.761536269,178.2716532,0.008041384,4.021376751,399.9794331,DARK-49-20210615-14_15_31,422.54,422.54,0.414991416,0.679460199,0.906456948,57.34455707,0.998778748,0.553584296,0.446415704,1499.984194,1264.471812,0.842990091,0.195980182,6,0.5,0: Broadleaf,2,1623791723,387.361871,399.9857097,41.90419677,39.64794516,386.7559355,41.51253871,500.0946129,101.2693226,0.199988129,37.71073871,38.40515161,999.9,0,0,10004.91419,0,1956.99129,1499.984194,0.899996677,0.100003565,0,518.727129,4.99938,11087.66774,11964.50323,48.659,51.04003226,49.22354839,50.81403226,50.93516129,1345.48129,149.5029032,0,216.0999999,0,518.6186,-9.439153871,-185.4692312,11085.62,15,1623791247,14:07:26,1623791239,1623791247,1,0.193,0.142,0.614,0.392,400,38,0.15,0.02,9.76219041,-0.397473447,0.0418059,1,-12.62295333,0.429907008,0.047755117,1,2.256634333,0.10208703,0.007393981,1,3,3,3/3,100,100,0.605,0.3917,0.480075348,-8.36417E-05,1.28013E-06,-5.74726E-10,0.391645,0,0,0,2,2145,1,27,8.2,8.1,18,500.034,515.992,36.4107,36.2402,30.001,35.9303,35.8909,20.7367,0,100,-999.9,400,39.7268,98.9478,98.5818
4,1623792091,1072,20210615 14:21:31,14:21:31,15,B2R1,_NW,_5.5,_1,1623792083,0.002413152,2.413151827,10.40073706,386.3802667,189.0049351,19.17104166,39.19110465,0.09126127,2.952095773,0.089722423,0.056212612,293.9705484,39.56800867,38.84429,6.967987937,64.29639056,4.39269045,6.831939417,2.575297486,-106.4199956,-58.18329534,-4.769015113,124.5982424,65,13,1,0,51584.72911,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-50-20210615-14_21_23,15116,529.6351538,756.41,0.299804136,0.5,1264.486516,10.40073706,189.5491434,0.008546792,3.794807049,410.2297732,DARK-51-20210615-14_21_31,427.9,427.9,0.434301503,0.690313373,0.897306608,6.018194994,0.987042609,0.557714287,0.442285713,1500.001667,1264.486516,0.842990074,0.195980148,6,0.5,0: Broadleaf,2,1623792083,386.3802667,399.9783,43.30699333,40.53697,385.775,42.91534333,500.0634,101.2315,0.199934333,38.47871,38.84429,999.9,0,0,10005.869,0,1966.715667,1500.001667,0.899997,0.100003,0,529.6867333,4.99938,11196.03333,11964.65,49.05796667,51.2934,49.61236667,50.7311,51.28513333,1345.499667,149.504,0,359.6999998,0,529.6351538,-17.47466667,-367.0700853,11194.5,15,1623791247,14:07:26,1623791239,1623791247,1,0.193,0.142,0.614,0.392,400,38,0.15,0.02,10.40641965,-0.142192747,0.024594636,1,-13.60019667,0.153474527,0.028698136,1,2.769787,0.043694149,0.003579583,1,3,3,3/3,100,100,0.605,0.3916,0.480075348,-8.36417E-05,1.28013E-06,-5.74726E-10,0.391645,0,0,0,2,2145,1,27,14.2,14.1,18,437.661,513.652,37.3744,36.7538,30.0007,36.4954,36.4466,20.7732,0,100,-999.9,400,41.7743,98.8662,98.5187
5,1623792315,1296,20210615 14:25:15,14:25:15,15,B2R1,_NW,_5.5,_2,1623792307,0.002384029,2.384028687,11.83058391,384.6883871,161.6705129,16.39910088,39.02099122,0.090859668,2.948937283,0.089332608,0.055967943,293.9732502,39.79835919,39.06295161,7.050479533,65.04748896,4.497556214,6.914265695,2.552923319,-105.1356651,-57.59547681,-4.735919948,126.5061883,25,5,1,0,51459.45518,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-52-20210615-14_25_07,15099.4,492.66584,751.12,0.344091703,0.5,1264.49792,11.83058391,217.5516214,0.009677478,3.828575993,408.6688276,DARK-53-20210615-14_25_15,409.25,409.25,0.455146981,0.756001287,0.89374967,7.979064048,0.988861659,0.62799874,0.37200126,1500.015161,1264.49792,0.842990093,0.195980186,6,0.5,0: Broadleaf,2,1623792307,384.6883871,399.9827097,44.33915161,41.60568387,384.0842258,43.94750645,500.0950645,101.2353226,0.200001516,38.70067742,39.06295161,999.9,0,0,9987.559355,0,1880.386452,1500.015161,0.899996871,0.100003148,0,493.0684516,4.99938,10363.86774,11964.77097,48.36280645,50.937,48.94106452,50.23574194,50.70935484,1345.509355,149.506129,0,223.4000001,0,492.66584,-21.84146151,-398.2076914,10356.956,15,1623791247,14:07:26,1623791239,1623791247,1,0.193,0.142,0.614,0.392,400,38,0.15,0.02,11.84607994,-0.73104955,0.059217183,0,-15.29852667,0.90378287,0.069917532,1,2.734069,-0.276758443,0.021753117,1,2,3,2/3,100,100,0.604,0.3917,0.480075348,-8.36417E-05,1.28013E-06,-5.74726E-10,0.391645,0,0,0,2,2145,1,27,17.9,17.8,18,486.544,512.299,37.7629,36.9938,29.9999,36.7244,36.674,20.8126,0,100,-999.9,400,43.1631,98.8269,98.5138
6,1623792516,1497,20210615 14:28:36,14:28:36,15,B2R1,_NW,_5.5,_3,1623792508,0.003260541,3.260541015,9.9329853,386.5406333,257.3967229,26.10782599,39.20693114,0.139116636,2.949121827,0.13557105,0.085042937,293.9737124,39.85527045,38.87041333,6.977798905,66.64537167,4.678527209,7.020033187,2.299271696,-143.7898588,17.82206161,1.465997058,169.4719123,13,3,1,0,51418.03642,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-54-20210615-14_28_28,15101.6,484.1827692,647.72,0.252481367,0.5,1264.500018,9.9329853,159.6313463,0.008176791,4.5993948,376.0103997,DARK-55-20210615-14_28_36,387.29,387.29,0.402071883,0.627950815,0.919609205,-2.303066807,1.024417379,0.502287745,0.497712255,1500.017667,1264.500018,0.842990083,0.195980167,6,0.5,0: Broadleaf,2,1623792508,386.5406333,399.9706,46.12554,42.39392333,385.9353333,45.7339,500.0749667,101.2302667,0.200030067,38.98250667,38.87041333,999.9,0,0,9989.105333,0,1915.596,1500.017667,0.899997167,0.100002967,0,484.4890333,4.99938,10276.51,11964.78333,48.04753333,50.6061,48.562,50.1436,50.4246,1345.513,149.506,0,200.3999999,0,484.1827692,-27.06885469,-649.5042729,10269.12308,15,1623791247,14:07:26,1623791239,1623791247,1,0.193,0.142,0.614,0.392,400,38,0.15,0.02,9.952780403,-0.887514616,0.067779789,0,-13.43955667,1.089079422,0.080058827,0,3.733838333,-0.280082136,0.020309543,1,1,3,1/3,100,100,0.606,0.3916,0.480075348,-8.36417E-05,1.28013E-06,-5.74726E-10,0.391645,0,0,0,2,2145,1,27,21.3,21.2,18,500.871,511.306,38.0025,37.0678,30.0005,36.8193,36.7809,20.8357,0,100,-999.9,400,44.2725,98.8068,98.4849
7,1623792760,1740.4,20210615 14:32:39,14:32:39,15,B2R1,_NW,_5.10,_1,1623792752,0.001323374,1.323373611,6.23941872,391.8473226,152.4451142,15.46309587,39.74658516,0.044422652,2.95104461,0.044054474,0.027566871,293.9736166,40.65084427,39.88129032,7.366766143,63.04725494,4.497950547,7.134252794,2.868815596,-58.36077624,-95.2255437,-7.877370576,132.5099261,29,6,1,0,51422.51576,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-56-20210615-14_32_32,15091.8,525.9154231,659.19,0.202179306,0.5,1264.500747,6.23941872,127.8279419,0.005255818,4.501964532,379.8472455,DARK-57-20210615-14_32_40,429.65,429.65,0.348215234,0.580615914,0.928205706,-2.238461886,1.020473239,0.474337919,0.525662081,1500.01871,1264.500747,0.842989983,0.195979967,6,0.5,0: Broadleaf,2,1623792752,391.8473226,399.9559355,44.34368065,42.82623226,391.2384839,43.95203226,500.0593226,101.2338065,0.200050226,39.28275161,39.88129032,999.9,0,0,9999.670645,0,1550.725871,1500.01871,0.900001032,0.099999148,0,525.9457097,4.99938,11173.89032,11964.8,47.87093548,50.23374194,48.375,49.87296774,50.22764516,1345.517742,149.5009677,0,242.3999999,0,525.9154231,-11.53733333,-266.8136754,11172.84231,15,1623791247,14:07:26,1623791239,1623791247,1,0.193,0.142,0.614,0.392,400,38,0.15,0.02,6.238830382,0.189382682,0.022995929,1,-8.107977333,-0.318625495,0.031818532,1,1.517035333,0.145713904,0.010789672,1,3,3,3/3,100,100,0.609,0.3916,0.480075348,-8.36417E-05,1.28013E-06,-5.74726E-10,0.391645,0,0,0,2,2145,1,27,25.3,25.2,18,481.475,508.5,38.2959,37.3151,30.0007,37.051,37.0094,20.8636,0,100,-999.9,400,45.9804,98.7722,98.4603
8,1623793059,2039.9,20210615 14:37:39,14:37:39,15,B2R1,_NW,_5.10,_2,1623793051,0.002377775,2.377774843,10.91072503,385.8155667,181.1134939,18.36999593,39.13253638,0.091888551,2.95141519,0.090328319,0.056593173,293.969007,40.29967535,39.41807333,7.186256621,65.77800799,4.672376294,7.103249912,2.513880327,-104.8598706,-34.43338334,-2.840650379,151.8351028,20,4,1,0,51446.13449,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-58-20210615-14_37_32,15097.6,474.1294231,663.74,0.285669956,0.5,1264.480282,10.91072503,180.6120136,0.008950153,4.464248049,381.3536433,DARK-59-20210615-14_37_39,395.17,395.17,0.404631332,0.706000584,0.916894361,-3.448188431,1.018908649,0.588426361,0.411573639,1499.994333,1264.480282,0.842990039,0.195980078,6,0.5,0: Broadleaf,2,1623793051,385.8155667,400.0068,46.0659,43.34449,385.2106333,45.67426667,500.0879333,101.2281,0.199990933,39.20167,39.41807333,999.9,0,0,10002.339,0,272.2829333,1499.994333,0.899997433,0.10000252,0,474.1255,4.99938,9987.676333,11964.58,47.4958,49.75,48,49.42873333,49.88326667,1345.493,149.5013333,0,298.4000001,0,474.1294231,-3.422871798,-122.6099145,9987.380769,15,1623791247,14:07:26,1623791239,1623791247,1,0.193,0.142,0.614,0.392,400,38,0.15,0.02,10.91448956,-0.139996466,0.02743309,1,-14.19123,-0.14618109,0.031358424,1,2.721428667,0.600811034,0.043573342,1,3,3,3/3,100,100,0.605,0.3916,0.480075348,-8.36417E-05,1.28013E-06,-5.74726E-10,0.391645,0,0,0,2,2145,1,27,30.3,30.2,18,492.922,506.527,38.3773,37.4893,30.0002,37.2264,37.1781,20.8986,0,100,-999.9,400,44.2393,98.7387,98.4364
9,1623793402,2382.9,20210615 14:43:22,14:43:22,15,B2R1,_NW,_5.10,_3,1623793394,0.000930099,0.930099393,5.313146955,393.1832903,123.0049299,12.47539622,39.87740439,0.033061328,2.950830845,0.032856912,0.02055383,293.9705566,40.83462743,39.75009032,7.315244663,64.37307152,4.613067105,7.166144159,2.702177558,-41.01738323,-61.12874181,-5.055966925,186.7684646,20,4,1,0,51402.60533,RECT-527-20200527-06_29_39,14901,718.7284615,3626.84,0.801830668,-0.406566687,RECT-60-20210615-14_43_14,15094.9,449.8116923,603.29,0.254402207,0.5,1264.490565,5.313146955,160.8445955,0.004523334,5.011768801,360.5940589,DARK-61-20210615-14_43_22,378.71,378.71,0.372258781,0.683401495,0.930858679,-1.329524888,1.039695335,0.575376284,0.424623716,1500.007097,1264.490565,0.842989722,0.195979444,6,0.5,0: Broadleaf,2,1623793394,393.1832903,399.9966129,45.48392581,44.41877419,392.4875161,44.97917742,500.0949032,101.2219032,0.200017226,39.36583871,39.75009032,999.9,0,0,9999.632581,0,1758.703548,1500.007097,0.900008839,0.099990987,0,449.8090323,4.99938,9465.244194,11964.72581,47.625,49.70732258,48,49.625,50.018,1345.520645,149.4867742,0,342.0999999,0,449.8116923,-2.670017096,1.062563766,9465.238462,15,1623793272,14:41:11,1623793267,1623793272,2,0.086,0.113,0.7,0.505,400,44,0.25,0.1,5.313019356,0.237823476,0.028767286,1,-6.814505667,-0.535961646,0.047426323,1,1.0677317,0.61709988,0.044552826,1,3,3,3/3,100,100,0.696,0.5048,0.566228828,-8.36417E-05,1.28013E-06,-5.74726E-10,0.50474,0,0,0,2,2145,1,27,2.3,2.2,18,492.743,504.517,38.5711,37.6175,30.0001,37.3386,37.2867,20.9411,0,100,-999.9,400,45.933,98.7204,98.4264
